name,city,median_income,pct_bachelors_plus,pct_age_20_40,rent_index,rent_yoy_growth,independent_coffee_count_2mi,chain_coffee_count_2mi,transit_score,university_score,coworking_score,latte_price_12oz,latte_price_pred_12oz,hotspot_cluster,score_total,score_foot_traffic,score_growth_velocity,score_demographic_fit,score_competition_inv,score_cost_inv
Neighborhood 042,Sacramento,81157.53925207337,68.27825550229429,52.17672401202415,112.57027794714202,0.05660104051039524,7,2,87.26072256877364,52.84037658572325,81.80167437381513,6.31,6.254538587847867,4,0.640171,1.0,0.596036,0.295241,0.588235,0.589184
Neighborhood 060,San Jose,95152.91544633507,78.32638990532556,51.005122130407514,108.17949998096958,0.08878621111848499,4,4,73.68741145031206,70.11685621333822,52.9269379087283,6.73,6.602222071757821,2,0.638771,0.672601,0.784937,0.477616,0.647059,0.635408
Neighborhood 058,Berkeley,83780.07223458363,91.23634521504191,46.79855905669566,125.8563065002769,0.06280037650800742,7,3,65.10814523066698,89.37202003081894,74.35515079381183,6.25,6.663093571511115,0,0.637927,0.903838,0.632421,0.463794,0.529412,0.449314
Neighborhood 014,Sacramento,66009.42085014471,64.98989444879712,62.100312162892706,104.99186290385248,0.08132324073415934,9,3,78.45496512160784,65.71564179716268,82.73904620705522,5.77,5.931197998332243,4,0.622864,0.98551,0.741136,0.201292,0.411765,0.668966
Neighborhood 036,San Francisco,109836.66664894832,78.79947746517404,61.326747441536675,168.53622628819164,0.09983302167254776,6,3,66.94794810885858,65.20658707618328,65.46366718867152,7.75,7.708913451387667,7,0.618367,0.65696,0.849773,0.652355,0.588235,0.0
Neighborhood 099,San Jose,126880.55976360814,85.92917631529573,55.928627190624674,159.08262566746134,0.09178452642755687,7,5,61.66300330695411,80.54843892383838,54.09144507184574,8.24,7.98014844477873,7,0.61458,0.595735,0.802535,0.814541,0.411765,0.099523
Neighborhood 079,Oakland,75295.30890917599,79.18880102509718,68.50684767107083,134.0969492623888,0.10366519729526338,8,3,73.368830930231,58.638034519901495,70.46596683659449,6.56,6.691307717635175,0,0.608613,0.743042,0.872265,0.417611,0.470588,0.362561
Neighborhood 012,San Diego,96724.58971758885,74.47839812820081,54.0005907516399,109.34130359748583,0.07980430210174833,3,2,52.61106233619899,76.04057315559957,62.87848915205994,6.66,6.638176050701592,2,0.606005,0.515407,0.732221,0.476367,0.823529,0.623177
Neighborhood 033,San Francisco,121498.93569735737,83.29553173447287,44.04678960725603,164.41812843929762,0.06375678816620726,7,9,78.68962065414787,87.17073992534118,56.82623309590979,7.72,7.756720399196742,6,0.604717,0.913319,0.638035,0.689232,0.176471,0.043353
Neighborhood 070,Long Beach,96434.79735508053,66.23036130467466,72.60812288986683,96.184835002834,0.09213452239184376,6,3,67.77577061433703,36.59401478352878,70.29197887338972,6.7,6.607371509284322,4,0.599389,0.489924,0.804589,0.508363,0.588235,0.761682
Neighborhood 002,Sacramento,82969.55567507399,73.63031354570603,50.834574221958334,103.48130285068893,0.05644543546471729,2,3,70.16895990687091,60.237561168538996,66.565391525619,6.5,6.238018121818618,4,0.599093,0.673804,0.595123,0.343642,0.823529,0.684868
Neighborhood 040,San Jose,105483.02233721517,80.39791140293778,54.57960210643117,127.01087363134056,0.11061993334815196,6,4,54.39561407170328,63.20288828550643,66.30992048111229,7.28,7.094445691842561,6,0.596064,0.472273,0.913083,0.594549,0.529412,0.43716
Neighborhood 102,Berkeley,70061.5131268602,89.64594289040238,58.39547684395263,119.56643955949451,0.07445621439363456,5,6,72.41383739491589,65.31187151657198,69.0616560854308,6.42,6.423542417860846,6,0.593655,0.768649,0.700832,0.403009,0.470588,0.515531
Neighborhood 112,Sacramento,93467.50616174226,69.14180278666258,31.553540935813228,82.66293964745836,0.04660185050822701,6,5,69.75993818334685,72.74665382585792,74.08781129150604,5.82,5.946645716729763,2,0.592458,0.836698,0.537349,0.291949,0.470588,0.904034
Neighborhood 110,San Jose,100737.30621271656,71.87744144201038,53.8651874690083,154.75250861180126,0.09225433979684694,6,0,81.38806507860583,38.34152445234618,59.81672165883937,7.3,7.196288499893416,4,0.591323,0.597055,0.805292,0.487725,0.764706,0.145109
Neighborhood 024,San Diego,70869.14837681912,86.27476006832518,60.266294873801804,109.36623720058252,0.04474883153307722,9,0,75.44967346028098,60.80361407224895,68.55656425351197,6.2,6.309236664863238,4,0.585596,0.771391,0.526473,0.393429,0.588235,0.622914
Neighborhood 010,San Francisco,105591.94983905087,68.6743987323521,60.86133855618564,142.25102705768523,0.04689428764715288,10,2,64.78101251854363,66.34799991692917,87.4517670216783,7.19,7.203130462643436,0,0.584483,0.841993,0.539066,0.53854,0.411765,0.276718
Neighborhood 034,Oakland,99597.0811341772,79.7881464998839,65.66437557197924,100.97867251257144,0.03912123551655286,3,3,54.07023535674615,56.77481825815647,74.4884307001789,6.97,6.804137417747332,4,0.583034,0.494205,0.493444,0.601027,0.764706,0.711215
Neighborhood 103,Sacramento,92212.69530486419,68.8513327966193,58.49282101292181,108.44987324439967,0.0653573586204455,6,5,69.0854591846466,61.13417461813317,70.00733262396525,6.07,6.520729743947506,6,0.57791,0.697899,0.647429,0.420839,0.470588,0.632561
Neighborhood 017,Oakland,107021.39266679449,82.10283450004593,68.30272413305893,138.28152779079832,0.026017023483229013,7,4,71.71563927220392,67.23538117062988,63.66783851059976,7.39,7.433336173314992,7,0.575638,0.72318,0.416533,0.691755,0.470588,0.318507
Neighborhood 053,Santa Cruz,109351.28401050948,72.2006959180828,54.57823707519099,112.13644937251738,0.07081187176836656,7,5,64.38502823904349,63.98670013107074,60.36683077151943,7.02,6.913588355432011,6,0.566691,0.563378,0.679442,0.562599,0.411765,0.593751
Neighborhood 072,Berkeley,130310.91708634357,100.0,55.8540406509906,127.88135778155569,0.07009752639225575,12,5,45.588534644727424,63.770736470047574,76.00061490391235,7.48,7.867931230173026,0,0.565902,0.44364,0.67525,0.949254,0.117647,0.427996
Neighborhood 119,Berkeley,119448.46792580775,88.07842920649935,58.70655754214608,148.60547127076813,0.04135143680961122,10,3,65.24316556173795,63.06203685719789,68.24643692807466,7.85,7.7656604691567095,0,0.564493,0.642285,0.506533,0.786309,0.352941,0.209822
Neighborhood 052,Berkeley,90359.1530774596,91.98746613700986,64.90295421872537,128.30674384812693,0.056805865673258335,16,3,72.13672181834279,59.03366812148368,80.60670254040441,7.25,7.049382414652037,0,0.563228,0.824073,0.597238,0.616827,0.0,0.423517
Neighborhood 016,Sacramento,101413.28667274912,71.31520951430592,58.92608790090383,91.14867606173847,0.06546918575493581,7,3,82.17746657190769,38.81541188137385,45.738499757935514,6.3,6.554262328447841,1,0.563205,0.479589,0.648085,0.515318,0.529412,0.8147
Neighborhood 046,San Diego,97358.46620021688,79.00023879785113,49.64482609822019,129.8488617405568,0.10035922606641531,6,7,66.86855945548201,54.70830024784929,65.47653692362424,7.26,6.881828710900262,6,0.559673,0.573744,0.852861,0.493232,0.352941,0.407283
Neighborhood 050,Sacramento,101459.84314943923,84.14933049140323,62.20365510054133,96.68318982043779,0.04437765768729251,9,3,68.94611124150074,29.97336443559339,77.44226707660742,6.58,6.805640574085233,4,0.556585,0.52177,0.524295,0.631146,0.411765,0.756436
Neighborhood 087,San Francisco,101901.45047615482,100.0,58.84030884324923,155.86421170300463,0.08471527194925368,10,5,81.38618259779516,30.34995981951959,63.13933678477469,7.47,7.620632293367645,0,0.555153,0.565667,0.761044,0.738438,0.235294,0.133405
Neighborhood 090,Sacramento,93055.3563878125,54.52364146914917,43.82792275164192,73.5472579071834,0.09071230193161482,3,3,70.1015368081761,39.745193468857025,54.88887545239366,5.75,5.809404953155491,2,0.554996,0.402633,0.796242,0.24101,0.764706,1.0
Neighborhood 004,Long Beach,92507.46695896586,70.19666930971098,68.2124522392464,112.12773247032369,0.036702721757834254,2,2,83.15963469463473,31.602265022188682,49.79347854150353,6.6,6.697755246302677,4,0.551204,0.475052,0.479249,0.484406,0.882353,0.593843
Neighborhood 096,Santa Cruz,94289.76194037401,80.20833908095798,42.56521192560394,117.15244239635693,0.09139632091559992,8,2,69.0606604980491,54.60494898544299,53.47358333153259,6.65,6.607129090591089,3,0.551102,0.491034,0.800256,0.440937,0.529412,0.540945
Neighborhood 049,San Jose,102484.56623859357,77.45483825767187,55.25672648564196,142.677464220874,0.09811666828259179,10,2,71.37248185995435,51.552844329531965,54.240937777854974,7.2,7.1798598391327655,0,0.546921,0.506932,0.839699,0.551655,0.411765,0.272229
Neighborhood 037,Sacramento,92048.11594722258,53.42115205047407,37.26912011261401,110.02094477181808,0.11295505206216391,3,5,60.80882355337693,33.92877769688131,85.93257911208602,6.43,6.105004452573674,6,0.546912,0.517828,0.926789,0.19018,0.647059,0.616022
Neighborhood 120,San Francisco,125105.69511778094,95.37408787353772,80.22538409125286,150.486749713285,0.05327742345053851,11,2,67.3446708965611,38.80015723524311,53.41143056250314,8.31,8.243015119577548,0,0.539994,0.342484,0.576529,1.0,0.352941,0.190017
Neighborhood 009,Berkeley,98178.84089632182,87.6424750999978,55.706288339466276,147.03309390365524,0.04862748486769175,7,6,59.71151583243816,67.48089006462612,77.13195069243527,7.04,7.262872057955851,6,0.539579,0.682417,0.549238,0.597709,0.352941,0.226375
Neighborhood 093,Sacramento,58893.15908935567,72.88572402029837,60.17158872798683,88.60184165941799,0.0554992181550453,3,3,57.74513113231464,71.48348170073308,65.69111721257312,5.86,5.6694128811048525,2,0.539061,0.578525,0.589569,0.194932,0.764706,0.841512
Neighborhood 061,San Diego,99726.62862004766,69.05402640982925,46.14062097410304,103.79046001722074,0.05303551864629097,7,3,59.58828194533143,73.4077106241797,60.151812764715245,6.49,6.483323354950727,2,0.537246,0.567519,0.57511,0.417582,0.529412,0.681614
Neighborhood 008,San Jose,111006.57512564662,76.4485538942637,55.9641469329595,138.03868521770585,0.03220821846781308,2,4,56.86217159685499,50.98577806738538,73.82263559298418,7.43,7.302946353391359,7,0.535873,0.481968,0.45287,0.615586,0.764706,0.321064
Neighborhood 071,Sacramento,89915.233398269,74.70949015872485,51.103503088895344,86.85212999443304,0.06810121189450605,6,2,47.71177484029693,78.09669868246615,55.23361275923453,5.98,6.213733996232482,2,0.535109,0.3906,0.663533,0.408681,0.647059,0.859932
Neighborhood 114,Long Beach,93159.38175506987,82.31906168713206,57.39157545092681,120.95344849706541,0.09449022059615966,6,3,38.96630889652336,79.45887015694215,61.12263419670565,7.07,6.824630001121796,2,0.533449,0.33333,0.818415,0.525757,0.588235,0.50093
Neighborhood 038,Sacramento,96654.681569776,59.71234641971785,58.98513527008095,105.67551691397482,0.10985449857902471,4,1,65.4034529289267,42.18854474071575,39.332226593039714,6.55,6.48152776621006,2,0.531436,0.209341,0.908591,0.388836,0.823529,0.661769
Neighborhood 022,Santa Cruz,81832.83671670833,63.69389256021928,40.489115948060956,111.5913906441247,0.07419239227875826,4,6,52.496741286291154,56.314103122520834,95.86743217234165,6.31,6.066872086290548,6,0.53109,0.669332,0.699283,0.204292,0.529412,0.599489
Neighborhood 078,Berkeley,66751.37680539794,95.11153921821422,66.3273540370135,133.16368948552545,0.10843619428014109,7,8,53.98887477146137,60.811172408347474,76.10765748727424,6.69,6.6629716304196664,6,0.52956,0.539886,0.900267,0.460031,0.235294,0.372386
Neighborhood 066,Santa Cruz,97601.0735289621,63.699921922391475,54.13333493969238,133.9043468357539,0.07730530411164069,6,5,59.879415296645504,37.61685364801275,91.8378219092611,6.94,6.80571067825956,6,0.527665,0.589106,0.717554,0.401503,0.470588,0.364588
Neighborhood 085,San Jose,94590.1877062015,80.65947783127126,56.26266262637719,138.90954884448846,0.08141457060321365,8,3,75.45473613936439,43.05626658728286,52.92205080071453,6.62,7.0220401733485325,3,0.52541,0.485542,0.741672,0.518539,0.470588,0.311896
Neighborhood 019,Sacramento,92363.26658833702,50.062456660512595,43.92469370347668,80.21377523068615,0.034278053285176135,7,1,63.22298634955849,76.56454601224915,58.53977321807753,5.84,5.818155959279876,2,0.522002,0.62833,0.465018,0.201834,0.647059,0.929818
Neighborhood 030,Long Beach,71293.1148963527,76.4243812283416,58.69151165173726,107.63227838328523,0.03328241842462701,2,2,59.1985718340233,45.590510200108234,77.82699695724678,6.56,6.164984389243244,4,0.51967,0.510283,0.459175,0.313122,0.882353,0.641169
Neighborhood 023,Berkeley,117815.00309248641,92.82368160355887,62.065439667308574,134.3186016672877,0.010775640146280074,8,2,78.02656550558179,28.83469048412777,55.55149684633895,7.91,7.667212817931619,0,0.518196,0.435131,0.327078,0.827224,0.529412,0.360227
Neighborhood 116,Oakland,116228.40952580384,88.74511313865908,63.56078434450771,135.45921575745166,0.0353801620729692,12,1,61.78654453340851,41.902406639207754,70.84471036736535,7.76,7.616552453109818,0,0.515533,0.452263,0.471487,0.791175,0.352941,0.348219
Neighborhood 021,Oakland,92550.57922689033,84.95795802054234,61.53345297750191,143.847939866338,0.07781724634372661,9,2,56.29206760679183,63.79526670712859,59.43792012864601,7.1,7.146621076203565,0,0.513112,0.439064,0.720558,0.56281,0.470588,0.259907
Neighborhood 005,Long Beach,83792.66275581924,57.60982467199322,61.44605662770083,112.33332763481471,0.059740954888839355,8,3,63.91050936300337,72.18764415417758,60.948679944234826,6.13,6.29096829675696,2,0.511339,0.626383,0.614465,0.283099,0.470588,0.591678
Neighborhood 105,Sacramento,79420.48565170259,65.01048323144896,71.92789575095571,102.73085179330437,0.06937596939292921,4,3,51.49313256628382,56.2373515292687,65.66342998579856,6.66,6.302158285273255,4,0.510539,0.370731,0.671015,0.359832,0.705882,0.692769
Neighborhood 029,Oakland,98583.23607749175,66.02534146322084,62.60787282030567,121.06953335173219,0.044202032870778826,6,1,69.26331333905915,32.17278016281691,66.0485100656029,7.0,6.809900087356139,4,0.509306,0.436389,0.523264,0.471534,0.705882,0.499707
Neighborhood 083,Berkeley,109972.79240129839,87.18669795603299,46.99230224998291,118.41661162363641,0.0022279078883474385,7,7,79.0990603175048,58.84883699951406,52.116557360559234,6.71,7.08295122466476,5,0.508817,0.653026,0.27691,0.642584,0.294118,0.527636
Neighborhood 018,Berkeley,65408.55188714297,92.48918226851345,54.69756776453165,140.51262926059934,0.0669737349801561,6,3,62.07510593330513,71.18101060317802,56.52825691318469,6.47,6.549565511940722,7,0.506526,0.551084,0.656916,0.368323,0.588235,0.295019
Neighborhood 082,Long Beach,66877.266746126,71.21611106681274,60.15014471395283,112.27096704827338,0.060258134935685936,5,3,73.2825639119451,43.31030834849156,62.22126585192625,6.44,6.080478618719231,4,0.504503,0.544304,0.6175,0.245676,0.647059,0.592335
Neighborhood 091,Long Beach,94757.27618355736,57.42734148023982,61.589326428199676,101.98467253076512,0.02866903557826623,3,3,76.0632123982334,42.88748221653938,50.12330164013028,5.89,6.4045214905828445,4,0.5036,0.466496,0.432098,0.369854,0.764706,0.700624
Neighborhood 007,San Francisco,108380.23127522909,76.96954812609476,53.05443697976266,157.07105501266543,0.0496581894313252,10,4,64.60175214636816,86.50599726035963,47.751360451391164,7.53,7.432100814197311,7,0.500365,0.624235,0.555287,0.583398,0.294118,0.1207
Neighborhood 081,San Diego,108173.53406211437,72.39210347887499,49.14103007198034,111.92076764834556,0.06272038791897797,11,3,65.98399227698106,59.67520561309483,49.41847389621239,6.77,6.8249519080147305,3,0.496437,0.449261,0.631952,0.526195,0.294118,0.596021
Neighborhood 097,Berkeley,94448.32058660145,89.23972440956656,58.732830209216885,155.3590401956502,0.04631154537945949,4,5,63.32149261430156,65.37086089127591,49.50896104057104,7.58,7.331875038590943,7,0.495407,0.457185,0.535645,0.596058,0.588235,0.138723
Neighborhood 064,San Diego,102941.74117307684,74.54421603305632,55.75312410182532,102.08324676017742,-0.009021255299536249,7,7,73.33124526028477,68.16939125880629,55.684563767483226,6.55,6.708670051515364,5,0.493629,0.678244,0.210887,0.535609,0.294118,0.699586
Neighborhood 115,Oakland,82570.4440654653,68.02743274029952,60.82528068898817,127.5967587205263,0.04764690770993061,5,3,76.18082851995803,40.34359288792867,57.33087669314938,6.27,6.5502002747979375,4,0.491116,0.515967,0.543483,0.349887,0.647059,0.430992
Neighborhood 095,San Diego,103927.1528120194,80.59185028786554,41.965872062867675,113.15689457776799,0.1254288930477046,9,3,56.93406958318977,38.2361480051396,47.0029749916386,6.88,6.761644340974344,3,0.48878,0.131085,1.0,0.517557,0.411765,0.583008
Neighborhood 089,Sacramento,90050.95143935904,76.39374958692008,56.38787605766069,94.870058499145,0.05972956540582576,11,5,82.13934722859273,35.98754069317182,49.02750932130709,6.41,6.387706783107901,1,0.485833,0.487815,0.614398,0.450343,0.176471,0.775523
Neighborhood 098,San Jose,82956.59187370956,83.51652523480007,59.81726283376942,142.7799253308382,0.03406374024156257,9,3,54.06882685741136,78.39811405836973,69.75945800234615,7.2,6.897000278462654,0,0.483934,0.619087,0.463761,0.466306,0.411765,0.27115
Neighborhood 109,Long Beach,80160.31912545809,56.629941970920356,57.648756122203025,105.77973208542504,0.06332703236350341,5,4,84.59395336128,36.37736396120053,44.13478299943901,6.03,6.085877923899455,1,0.481939,0.479488,0.635512,0.226749,0.588235,0.660671
Neighborhood 086,San Jose,95115.53612377812,88.0357023469066,50.57842956940623,132.57264136890365,0.09726380877412898,7,3,54.777352725219046,54.40288118663541,43.9659421425903,6.94,6.98199755684893,3,0.481197,0.198751,0.834694,0.549441,0.529412,0.378608
Neighborhood 041,Berkeley,113149.71510478915,90.80994209121945,49.29055884797391,131.17072083586922,0.014644645402724664,5,5,84.05332327899754,40.882568770782825,30.616837714412565,7.7,7.360975290793214,5,0.479663,0.38011,0.349786,0.707695,0.529412,0.393367
Neighborhood 043,San Jose,103834.80956464601,83.28927025378552,78.25197575557274,150.21542689813748,0.05119481506283157,7,4,50.092410373287066,55.948597610543715,62.17573404640236,7.69,7.630403655231874,7,0.47941,0.315947,0.564306,0.727558,0.470588,0.192873
Neighborhood 080,San Jose,104693.89564875454,90.18847059572761,39.589914743479255,159.08542757499228,0.06842493488016238,5,9,75.18072813486455,30.142094961486144,61.74841077664464,7.34,7.374095347028056,6,0.47238,0.463491,0.665433,0.584717,0.294118,0.099494
Neighborhood 088,Santa Cruz,89289.29581214572,61.330543301389184,52.7201132294839,121.07233483693972,0.05363618774482664,7,6,69.48564614388224,56.07189660768672,61.88247720468705,5.99,6.444471608231062,6,0.472322,0.587539,0.578635,0.3097,0.352941,0.499678
Neighborhood 063,Santa Cruz,102769.14148414455,83.85224105020528,59.154882864338965,143.44358784701174,0.007076922154041314,4,2,63.58365046274694,77.68513429341479,29.111384262864238,7.51,7.315004110448625,7,0.467719,0.365627,0.30537,0.623337,0.764706,0.264164
Neighborhood 055,Long Beach,78125.60762824923,81.73208561027279,62.88154113885938,132.84877947623033,0.05897472760454335,6,2,65.63730260222763,39.503359910878686,55.44838892955206,6.56,6.700326616404286,4,0.467088,0.343066,0.609968,0.430182,0.647059,0.375701
Neighborhood 035,San Diego,79051.95162509973,79.02694063346802,52.449247189884396,125.7698162885137,0.08597247105823985,0,2,63.43171982764213,32.713963366125654,37.311308729838366,6.58,6.486648283240777,4,0.465763,0.088353,0.768423,0.362202,1.0,0.450225
Neighborhood 051,Sacramento,57578.665195407426,58.59460661372328,45.85268387525175,98.62607982389041,0.07395483337637213,5,6,78.65161271265346,55.849950868542614,50.2449449164434,5.41,5.418261132808466,1,0.465457,0.605643,0.697889,0.0,0.470588,0.735982
Neighborhood 067,San Diego,81548.00466037093,82.24337272051639,53.23598393907066,114.96542264418602,0.07670843357086117,5,5,45.16149076149221,70.11600090741841,53.88438864800415,6.47,6.46531060913294,2,0.465172,0.279469,0.71405,0.410852,0.529412,0.563969
Neighborhood 044,Santa Cruz,105134.44600735165,65.92042350266183,52.151393758592086,117.981510380804,-0.0075509953247896305,6,8,69.66700000602448,78.60905281563602,53.46124786464685,6.73,6.788527375929038,5,0.464523,0.687455,0.219516,0.468177,0.294118,0.532217
Neighborhood 101,Sacramento,88913.51389920841,63.564262079939965,40.328506752392286,90.76736764363733,0.017192575031944136,6,1,70.7683272562968,48.67192263878972,52.45985952975134,6.07,5.979458538163937,2,0.463161,0.459115,0.364741,0.258899,0.705882,0.818715
Neighborhood 025,Sacramento,93319.41571774767,82.66043252861593,46.20895336244011,87.34765213142528,0.012427227834584567,4,3,53.10653484890051,44.125844255489625,63.58267530900394,6.48,6.326073827351153,2,0.460196,0.279068,0.336772,0.471069,0.705882,0.854716
Neighborhood 065,Long Beach,75300.13923596655,81.09611740692426,37.55404003489999,110.82971905367775,0.09352398818775032,6,4,65.33302646180947,24.868081783882708,61.95278040500513,6.38,6.090968325712328,3,0.455826,0.285287,0.812744,0.270115,0.529412,0.607507
Neighborhood 076,Long Beach,110479.16105415471,67.65190159299235,62.87945823592958,117.84346466463094,0.04564886675641565,6,1,58.61934380957304,46.421547305943946,39.48720975957828,7.09,7.045014095576246,4,0.455154,0.148314,0.531756,0.580238,0.705882,0.53367
Neighborhood 031,Long Beach,55471.07536698714,84.49843295510705,74.84529566824902,110.136768814608,0.06943172108931907,5,5,63.89596142710974,64.0746218054341,34.520597522898946,5.91,6.146090693318734,1,0.452806,0.314273,0.671342,0.333454,0.529412,0.614803
Neighborhood 013,San Jose,77575.7961823613,88.34694633402363,59.18094236750054,126.67483178702626,0.07016026962513458,11,3,48.99366314100635,72.54890424656739,56.40064687627949,6.73,6.653986381206371,0,0.450437,0.376191,0.675618,0.457074,0.294118,0.440697
Neighborhood 117,San Francisco,111411.89108627578,86.9669984589827,73.15038462385965,150.74363236448386,0.07100107330718221,13,4,58.550434103094084,39.32289285619463,57.063259760884335,7.65,7.777948589799193,0,0.446916,0.256927,0.680553,0.789398,0.117647,0.187312
Neighborhood 111,Santa Cruz,60162.257238293125,87.3040755114501,46.72284599455494,128.9839459214832,0.0864382419036473,7,3,60.7342250137422,63.69462666650119,44.23373846429331,5.95,6.156985792398102,3,0.44394,0.358009,0.771156,0.24502,0.529412,0.416388
Neighborhood 074,Berkeley,82746.18142393556,88.8174673254772,50.27207955239837,138.87356956911898,0.020030205546269206,9,3,73.37754055570635,77.92089437965822,32.285466299541966,6.92,6.799038503069372,7,0.443687,0.535365,0.381395,0.455224,0.411765,0.312275
Neighborhood 032,Berkeley,92283.50470752064,100.0,56.7807908633653,155.01465133343424,0.02203024982037967,2,6,62.69190873603341,60.33142014566782,36.370868975782756,6.85,7.3857872954354296,7,0.438278,0.285373,0.393134,0.650983,0.647059,0.142349
Neighborhood 108,San Jose,76011.6380603976,78.37723679435419,56.098504580114536,137.41821001074646,0.06905779294402477,9,4,57.00300633608674,57.250167767985204,61.15788775266124,6.58,6.588134724555218,3,0.431755,0.413992,0.669147,0.352107,0.352941,0.327596
Neighborhood 048,San Diego,67671.51229632414,78.06591740846886,57.34270536086757,104.05085463832083,0.09313073271562303,6,3,49.58310017358122,49.99502271586518,48.80931068403589,6.14,6.052681673870543,2,0.431607,0.136526,0.810436,0.289759,0.588235,0.678872
Neighborhood 077,Santa Cruz,83299.45320636663,84.94379933785727,60.663849176931706,123.2502745029342,0.09836342759236529,8,4,48.75680864082043,33.476992620571025,59.91193005818962,6.55,6.713118312471888,3,0.428727,0.099857,0.841148,0.484404,0.411765,0.47675
Neighborhood 028,Sacramento,99456.60540017039,79.23154986553489,51.232378659879245,102.36145205406888,0.08377803863260933,11,3,49.02716951785002,44.575081083704916,49.96176222002425,6.45,6.640658323037028,3,0.424025,0.097073,0.755543,0.520045,0.294118,0.696657
Neighborhood 062,San Jose,76692.24396315095,78.45591940805286,45.08431735286074,151.60759083011328,0.046918286554626376,7,3,62.03410811204064,56.107940924071514,59.38301568981491,6.58,6.632152240293605,3,0.417971,0.459289,0.539206,0.300439,0.529412,0.178217
Neighborhood 075,San Jose,104944.07807520605,73.5661109429224,65.1841768355394,136.2179073213773,0.044092059381898474,8,6,55.88686696229759,70.48601268961538,37.377132278213075,7.28,7.230337911029959,7,0.414563,0.278427,0.522619,0.593483,0.294118,0.340232
Neighborhood 107,Sacramento,81473.7765000006,72.3292579828729,56.55409916146777,105.23608224112012,0.06459021418956677,7,3,53.22711814469477,34.215391956041785,57.76527698735737,6.54,6.278209988864265,3,0.40711,0.148483,0.642926,0.351716,0.529412,0.666395
Neighborhood 045,San Francisco,90894.09992345475,80.5026694948359,58.095897787533495,150.0993364729433,0.05394732456559499,9,3,53.875802660357266,61.45855245790686,48.182567195537246,6.92,7.089145016172797,7,0.405914,0.280926,0.580461,0.497479,0.411765,0.194095
Neighborhood 003,San Jose,96073.82363138185,79.28253610184241,44.18865896229379,122.63465033092295,0.05611521872808592,10,4,60.27020053163847,30.970958621007817,62.00981310799418,6.89,6.713783654932408,3,0.403895,0.262248,0.593185,0.456573,0.294118,0.483231
